name,id,cmc,type,subtype,text,power,toughness
Nesting Dragon,927,5,Creature,Dragon,"Flying Landfall — Whenever a land enters the battlefield under your control, create a 0/2 red Dragon Egg creature token with defender and ""When this creature dies, create a 2/2 red Dragon creature token with flying and '{R}: This creature gets +1/+0 until end of turn.'""",5,4
Parallax Wave,928,4,Enchantment,None,"Fading 5 (This enchantment enters the battlefield with five fade counters on it. At the beginning of your upkeep, remove a fade counter from it. If you can't, sacrifice it.) Remove a fade counter from Parallax Wave: Exile target creature. When Parallax Wave leaves the battlefield, each player returns to the battlefield all cards they own exiled with Parallax Wave.",-999,-999
Keen-Eyed Archers,929,3,Creature,ElfArcher,Reach (This creature can block creatures with flying.),2,2
Mindstorm Crown,930,3,Artifact,None,"At the beginning of your upkeep, draw a card if you had no cards in hand at the beginning of this turn. If you had a card in hand, Mindstorm Crown deals 1 damage to you.",-999,-999
Ballyrush Banneret,931,2,Creature,KithkinSoldier,Kithkin spells and Soldier spells you cast cost {1} less to cast.,2,1
Scrap,932,3,Instant,None,"Destroy target artifact. Cycling {2} ({2}, Discard this card: Draw a card.)",-999,-999
Core Prowler,933,4,ArtifactCreature,Horror,"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.) When Core Prowler dies, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",2,2
Phoenix of Ash,934,3,Creature,Phoenix,"Flying, haste {2}{R}: Phoenix of Ash gets +2/+0 until end of turn. Escape—{2}{R}{R}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.) Phoenix of Ash escapes with a +1/+1 counter on it.",2,2
Auriok Transfixer,935,1,Creature,HumanScout,"{W}, {T}: Tap target artifact.",1,1
Student of Ojutai,936,4,Creature,HumanMonk,"Whenever you cast a noncreature spell, you gain 2 life.",2,4
Grappler Spider,937,2,Creature,Spider,Reach (This creature can block creatures with flying.),2,1
Chancellor of the Forge,938,7,Creature,Giant,"You may reveal this card from your opening hand. If you do, at the beginning of the first upkeep, create a 1/1 red Goblin creature token with haste. When Chancellor of the Forge enters the battlefield, create X 1/1 red Goblin creature tokens with haste, where X is the number of creatures you control.",5,5
Strutting Turkey,939,4,HostCreature,Bird,"When this creature enters the battlefield, exile target creature card with converted mana cost 2 or less from your graveyard. If it has augment, combine it with a host you control. Otherwise, put it onto the battlefield.",2,2
Battlegate Mimic,940,2,Creature,Shapeshifter,"Whenever you cast a spell that's both red and white, Battlegate Mimic has base power and toughness 4/2 until end of turn and gains first strike until end of turn.",2,1
Empyrial Storm,941,6,Sorcery,None,"When you cast this spell, copy it for each time you've cast your commander from the command zone this game. Create a 4/4 white Angel creature token with flying.",-999,-999
Ritual of Steel,942,3,Enchantment,Aura,"Enchant creature When Ritual of Steel enters the battlefield, draw a card at the beginning of the next turn's upkeep. Enchanted creature gets +0/+2.",-999,-999
Goblin Tinkerer,943,2,Creature,GoblinArtificer,"{R}, {T}: Destroy target artifact. That artifact deals damage equal to its converted mana cost to Goblin Tinkerer.",1,2
Raka Sanctuary,944,3,Enchantment,None,"At the beginning of your upkeep, if you control a white or blue permanent, Raka Sanctuary deals 1 damage to target creature. If you control a white permanent and a blue permanent, Raka Sanctuary deals 3 damage instead.",-999,-999
Jwari Shapeshifter,945,2,Creature,ShapeshifterAlly,You may have Jwari Shapeshifter enter the battlefield as a copy of any Ally creature on the battlefield.,0,0
Glaring Aegis,946,1,Enchantment,Aura,"Enchant creature When Glaring Aegis enters the battlefield, tap target creature an opponent controls. Enchanted creature gets +1/+3.",-999,-999
Pillage,947,3,Sorcery,None,Destroy target artifact or land. It can't be regenerated.,-999,-999
Orcish Oriflamme,948,4,Enchantment,None,Attacking creatures you control get +1/+0.,-999,-999
Chain of Acid,949,4,Sorcery,None,Destroy target noncreature permanent. Then that permanent's controller may copy this spell and may choose a new target for that copy.,-999,-999
Struggle // Survive,950,5,Instant // Sorcery,None,None,-999,-999
Clambassadors,951,4,Creature,Clamfolk,"Whenever Clambassadors deals damage to a player, choose an artifact, creature, or land you control. That player gains control of that permanent.",4,4
Ember-Eye Wolf,952,2,Creature,Wolf,Haste {1}{R}: Ember-Eye Wolf gets +2/+0 until end of turn.,1,2
Rock Slide,953,1,Instant,None,Rock Slide deals X damage divided as you choose among any number of target attacking or blocking creatures without flying.,-999,-999
Vastwood Animist,954,3,Creature,ElfShamanAlly,"{T}: Target land you control becomes an X/X Elemental creature until end of turn, where X is the number of Allies you control. It's still a land.",1,1
Flame Sweep,955,3,Instant,None,Flame Sweep deals 2 damage to each creature except for creatures you control with flying.,-999,-999
Pangosaur,956,4,Creature,Dinosaur,"Whenever a player plays a land, return Pangosaur to its owner's hand.",6,6
Tread Upon,957,2,Instant,None,Target creature gets +2/+2 and gains trample until end of turn.,-999,-999
Maralen of the Mornsong,958,3,LegendaryCreature,ElfWizard,"Players can't draw cards. At the beginning of each player's draw step, that player loses 3 life, searches their library for a card, puts it into their hand, then shuffles their library.",2,3
Stitchwing Skaab,959,4,Creature,ZombieHorror,"Flying {1}{U}, Discard two cards: Return Stitchwing Skaab from your graveyard to the battlefield tapped.",3,1
"Zhou Yu, Chief Commander",960,7,LegendaryCreature,HumanSoldier,"Zhou Yu, Chief Commander can't attack unless defending player controls an Island.",8,8
Malefic Scythe,961,2,Artifact,Equipment,"Malefic Scythe enters the battlefield with a soul counter on it. Equipped creature gets +1/+1 for each soul counter on Malefic Scythe. Whenever equipped creature dies, put a soul counter on Malefic Scythe. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",-999,-999
Apostle of Purifying Light,962,2,Creature,HumanCleric,"Protection from black (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything black.) {2}: Exile target card from a graveyard.",2,1
Spy Eye,963,4,Creature,EyeSpy,"Flying Whenever Spy Eye deals combat damage to a player, you may draw a card from that player's library.",1,3
Galvanoth,964,5,Creature,Beast,"At the beginning of your upkeep, you may look at the top card of your library. You may cast it without paying its mana cost if it's an instant or sorcery spell.",3,3
Seraph Sanctuary,965,0,Land,None,"When Seraph Sanctuary enters the battlefield, you gain 1 life. Whenever an Angel enters the battlefield under your control, you gain 1 life. {T}: Add {C}.",-999,-999
Treasure Map // Treasure Cove,966,2,Artifact // Land,None,None,-999,-999
Laccolith Rig,967,1,Enchantment,Aura,"Enchant creature Whenever enchanted creature becomes blocked, you may have it deal damage equal to its power to target creature. If you do, the first creature assigns no combat damage this turn.",-999,-999
Brazen Wolves,968,3,Creature,Wolf,"Whenever Brazen Wolves attacks, it gets +2/+0 until end of turn.",2,3
Jadelight Ranger,969,3,Creature,MerfolkScout,"When Jadelight Ranger enters the battlefield, it explores, then it explores again. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard. Then repeat this process.)",2,1
Merfolk Observer,970,2,Creature,MerfolkRogue,"When Merfolk Observer enters the battlefield, look at the top card of target player's library.",2,1
Crown of Vigor,971,2,Enchantment,Aura,Enchant creature Enchanted creature gets +1/+1. Sacrifice Crown of Vigor: Enchanted creature and other creatures that share a creature type with it get +1/+1 until end of turn.,-999,-999
Arcane Teachings,972,3,Enchantment,Aura,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.) Enchanted creature gets +2/+2 and has ""{T}: This creature deals 1 damage to any target.""",-999,-999
"Glenn, the Voice of Calm",973,3,LegendaryCreature,HumanAdvisor,"Skulk (This creature can't be blocked by creatures with greater power.) Whenever Glenn deals combat damage to a player, draw cards equal to his power.",1,3
Simic Cluestone,974,3,Artifact,None,"{T}: Add {G} or {U}. {G}{U}, {T}, Sacrifice Simic Cluestone: Draw a card.",-999,-999
Shu Defender,975,3,Creature,HumanSoldier,"Whenever Shu Defender blocks, it gets +0/+2 until end of turn.",2,2
Commander's Sphere,976,3,Artifact,None,{T}: Add one mana of any color in your commander's color identity. Sacrifice Commander's Sphere: Draw a card.,-999,-999
Infernal Plunge,977,1,Sorcery,None,"As an additional cost to cast this spell, sacrifice a creature. Add {R}{R}{R}.",-999,-999
Argivian Find,978,1,Instant,None,Return target artifact or enchantment card from your graveyard to your hand.,-999,-999
Skymarcher Aspirant,979,1,Creature,VampireSoldier,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.) Skymarcher Aspirant has flying as long as you have the city's blessing.",2,1
Tuknir Deathlock,980,4,LegendaryCreature,HumanWizard,"Flying {R}{G}, {T}: Target creature gets +2/+2 until end of turn.",2,2
Sea-Dasher Octopus,981,3,Creature,Octopus,"Mutate {1}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.) Flash Whenever this creature deals combat damage to a player, draw a card.",2,2
Mythos of Vadrok,982,4,Sorcery,None,"Mythos of Vadrok deals 5 damage divided as you choose among any number of target creatures and/or planeswalkers. If {W}{U} was spent to cast this spell, until your next turn, those permanents can't attack or block and their activated abilities can't be activated.",-999,-999
Mountain Valley,983,0,Land,None,"Mountain Valley enters the battlefield tapped. {T}, Sacrifice Mountain Valley: Search your library for a Mountain or Forest card, put it onto the battlefield, then shuffle your library.",-999,-999
Cloud Elemental,984,3,Creature,Elemental,Flying Cloud Elemental can block only creatures with flying.,2,3
"Tibalt, Rakish Instigator",985,3,LegendaryPlaneswalker,Tibalt,"Your opponents can't gain life. −2: Create a 1/1 red Devil creature token with ""When this creature dies, it deals 1 damage to any target.""",-999,-999
Sneaky Homunculus,986,2,Creature,HomunculusIllusion,Sneaky Homunculus can't block or be blocked by creatures with power 2 or greater.,1,1
Crown of the Ages,987,2,Artifact,None,"{4}, {T}: Attach target Aura attached to a creature to another creature.",-999,-999
Heritage Druid,988,1,Creature,ElfDruid,Tap three untapped Elves you control: Add {G}{G}{G}.,1,1
"Kiora, Master of the Depths",989,4,LegendaryPlaneswalker,Kiora,"+1: Untap up to one target creature and up to one target land. −2: Reveal the top four cards of your library. You may put a creature card and/or a land card from among them into your hand. Put the rest into your graveyard. −8: You get an emblem with ""Whenever a creature enters the battlefield under your control, you may have it fight target creature."" Then create three 8/8 blue Octopus creature tokens.",-999,-999
